Dataset,Seed,Arm,Train R2,Val R2,Test R2,Test MSE,Test MAE,Test R2 DCAA (ug/L),Test R2 TCAA (ug/L),Test R2 BCAA (ug/L),Test R2 HAA5 (ug/L),Test R2 HAA9 (ug/L),Params,Best epoch,Train-Test gap,Test R2 DCAA,Test R2 TCAA,Test R2 HAA5,Test R2 TTHM
ontario,789,default,0.5748134186990951,0.5400591147590514,0.6337647841395069,0.24996298711513026,0.36066569447481844,,,,,,134985,16,-0.058951365440411796,0.6777087278783118,0.602980661752063,0.7598005424466404,0.49456920448101194
ontario,789,wd_1e-4,0.5738901473303912,0.5404012168327826,0.6331093802693447,0.25044811438445086,0.36164295578011074,,,,,,134985,16,-0.05921923293895348,0.6757011460919512,0.6031234148052368,0.7588696509437599,0.4947433092364306
ontario,789,wd_1e-3,0.5482477444032792,0.5383481913152168,0.6188671141587744,0.26127511172071516,0.3773462528590151,,,,,,134985,16,-0.07061936975549521,0.6406478005988856,0.6100225269640386,0.7494249448852038,0.47537318418696917
ontario,789,dropout_0.3,0.5742447584724868,0.5528171773589373,0.6311357197823151,0.2523876108354415,0.36390249536567076,,,,,,134985,17,-0.05689096130982829,0.6654037704874303,0.6165755429127766,0.753633908427205,0.4889296573018488
ontario,789,dropout_0.5,0.6245865844330749,0.5846581848986481,0.620950105457587,0.25923471754787775,0.3660150456668003,,,,,,134985,42,0.003636478975487911,0.6427494274744622,0.6259389764081528,0.7027327008545894,0.5123793170931435
ontario,789,capacity_16,0.5603895518024689,0.5670284277775639,0.6376315189668949,0.250022690019133,0.36239728676649025,,,,,,34217,38,-0.077241967164426,0.6551122924469714,0.6906776260927051,0.7315468161371637,0.47318934119073897
ontario,789,capacity_8,0.5785028811293506,0.5483635621504679,0.6111008037318568,0.26778179737792474,0.36107945034023303,,,,,,8793,85,-0.03259792260250627,0.5917752370808087,0.6621230564598868,0.6774314787047928,0.513073442681939
ontario,789,strong_reg,0.5834773859334168,0.5750511871200246,0.6396857464303072,0.24901434416833534,0.34993085581143757,,,,,,34217,41,-0.056208360496890375,0.6478231210729696,0.6859033320282528,0.7560067261589479,0.46900980646105805
ontario,1024,default,0.6899284889481396,0.6067374867141155,0.4290262738485555,0.6835124897148799,0.563470980699005,,,,,,134985,27,0.2609022150995841,0.42069730900171554,0.4510614086464738,0.4700106147643073,0.3743357629817258
ontario,1024,wd_1e-4,0.6894051044205468,0.6078696265725495,0.42866186322550354,0.6840130851372461,0.5636272847216834,,,,,,134985,27,0.2607432411950433,0.42182645529493745,0.45041801390289316,0.4684838469875847,0.3739191367165988
ontario,1024,wd_1e-3,0.6992155104519888,0.6087819742392552,0.4566329394799868,0.6507921412117523,0.5493312188556033,,,,,,134985,30,0.24258257097200203,0.45629047762334374,0.4769175471763162,0.49261476108923263,0.4007089720310547
ontario,1024,dropout_0.3,0.6738627658772347,0.6214330334904048,0.4508252667935745,0.658630908809186,0.5708894232494197,,,,,,134985,31,0.22303749908366022,0.47055263073725784,0.46794115053067287,0.4838256837840038,0.38098160212236376
ontario,1024,dropout_0.5,0.6497190424107793,0.607500696271531,0.4670575166781902,0.639033919570312,0.5438433576946347,,,,,,134985,42,0.1826615257325891,0.48168236480602733,0.47000782365238025,0.501677027438195,0.41486285081615815
ontario,1024,capacity_16,0.7062859897891605,0.5938398315083576,0.5146210745838714,0.5811979597664929,0.5028481467932879,,,,,,34217,50,0.19166491520528905,0.5125084806636667,0.5406470986960594,0.5323597555703304,0.47296896340542915
ontario,1024,capacity_8,0.6825587298285862,0.6577697040436798,0.535829104995086,0.5569099180892327,0.5049937722406573,,,,,,8793,82,0.14672962483350027,0.5580784810791555,0.5549418710981413,0.5656092283053606,0.4646868394976865
ontario,1024,strong_reg,0.6767211066909551,0.5996173349435583,0.5202135620077181,0.5749799600539081,0.4960418701239898,,,,,,34217,47,0.15650754468323702,0.5281317162505712,0.5393371230057781,0.5446069006786719,0.4687785080958511
ontario,2025,default,0.5638171550262491,0.37664456545631086,0.5237926905140349,0.46640915965414426,0.5035928617240713,,,,,,134985,15,0.0400244645122142,0.5459336385710634,0.4666193371759262,0.6229612977569696,0.45965648855218033
ontario,2025,wd_1e-4,0.561269107388248,0.3771334353257142,0.5226651923491055,0.46779527899714485,0.5046808084447033,,,,,,134985,15,0.03860391503914251,0.5438687957892692,0.46863828355820925,0.61923314556984,0.4589205444791039
ontario,2025,wd_1e-3,0.5809340144792678,0.3737579319338994,0.5279492272556564,0.45980617288743475,0.49669130708706444,,,,,,134985,16,0.05298478722361144,0.5642083648838757,0.43665347183996583,0.636690831053587,0.4742442412451968
ontario,2025,dropout_0.3,0.5752391308343969,0.38857567200597753,0.5451141917366183,0.44582193781698487,0.48679438865064106,,,,,,134985,16,0.03012493909777858,0.5697631416736287,0.5053565513475776,0.626705856370677,0.4786312175545898
ontario,2025,dropout_0.5,0.5844328731859298,0.4134096585935174,0.5671420719221242,0.42466039106535286,0.4682513751613937,,,,,,134985,20,0.017290801263805666,0.6002600658249033,0.5591915875361948,0.6149870153837077,0.4941296189436909
ontario,2025,capacity_16,0.5175169050710786,0.3404641880683722,0.45321814034005387,0.5482294637687462,0.5357967058325885,,,,,,34217,35,0.06429876473102475,0.38625233729909736,0.46436324217523506,0.5539635300735524,0.4082934518123308
ontario,2025,capacity_8,0.5531751673527465,0.40518309181291245,0.5206498280883981,0.4679015877847773,0.511923109540313,,,,,,8793,50,0.03252533926434842,0.6176484274667907,0.48787132948268397,0.4613790099288072,0.5157005454753103
ontario,2025,strong_reg,0.5167506638605284,0.3642946309932831,0.45968837980212673,0.5416533304983081,0.5292087437171146,,,,,,34217,37,0.057062284058401636,0.3923633892303353,0.4649548102173169,0.563252906912211,0.4181824128486441
ontario,3407,default,0.7507261403795246,0.6765179431149473,0.5951497041875402,0.5148552274510702,0.4771949339820364,,,,,,134985,42,0.15557643619198436,0.5856957513501478,0.6060927262680982,0.6261278194387547,0.56268251969316
ontario,3407,wd_1e-4,0.7496239219348523,0.6762502813713526,0.5963104192439777,0.5136698412241636,0.4769348916133842,,,,,,134985,42,0.15331350269087463,0.5893480013923562,0.6065360705262511,0.6264712544043989,0.5628863506529045
ontario,3407,wd_1e-3,0.6948599153351269,0.6773527760076458,0.5710581920074326,0.5524489378077012,0.48757752825805956,,,,,,134985,29,0.12380172332769435,0.610854924150012,0.5598038346457253,0.6107737798505534,0.5028002293834403
ontario,3407,dropout_0.3,0.6879866962937982,0.6922213699174073,0.5652066269273637,0.5601896746789281,0.49233878064948855,,,,,,134985,30,0.12278006936643449,0.6076404206618121,0.5538245682558751,0.6046194098197399,0.49474210897202797
ontario,3407,dropout_0.5,0.7667285462155191,0.7038697823448291,0.6156467805476427,0.49219077466076927,0.47657133686194114,,,,,,134985,109,0.15108176566787646,0.6355322458703134,0.6246205819658424,0.6528799197644863,0.5495543745899286
ontario,3407,capacity_16,0.6967082262995377,0.6497883059689058,0.5984818915514643,0.5123942238648521,0.4869514210847822,,,,,,34217,65,0.09822633474807341,0.5967470868840096,0.5955501472084805,0.6335809994839936,0.5680493326293738
ontario,3407,capacity_8,0.7001767756721948,0.5774498251361783,0.5429267483309916,0.5878927557733908,0.48915756562833596,,,,,,8793,170,0.1572500273412032,0.5771497138243673,0.5270973879260001,0.5796963916254342,0.48776349994816526
ontario,3407,strong_reg,0.7084939702358442,0.6671990464757113,0.6056867199213866,0.5061038252635601,0.4823660685502543,,,,,,34217,101,0.10280725031445759,0.6272724636960486,0.5979126443494368,0.6435962993042756,0.5539654723357852
ontario,5555,default,0.7399641727960551,0.484711288964821,0.4586090392613622,0.39665467005797816,0.405177006320542,,,,,,134985,35,0.2813551335346929,0.3869036027404128,0.5163453557128035,0.5135792731072877,0.41760792548494496
ontario,5555,wd_1e-4,0.7397393424372224,0.4835290746189377,0.45967943643718195,0.39593368726796296,0.40347058304747796,,,,,,134985,35,0.28005990600004044,0.3893272220919817,0.5164750431809926,0.5149729884742611,0.41794249200149314
ontario,5555,wd_1e-3,0.7375621207066727,0.4908600128960343,0.4624954296715525,0.3940217173777397,0.39882426914393376,,,,,,134985,35,0.2750666910351202,0.3980331482466106,0.5185526987040261,0.5156319239463634,0.41776394778920944
ontario,5555,dropout_0.3,0.7354914897366731,0.5171716891569114,0.4788632559414143,0.38170714179896387,0.39508973811049997,,,,,,134985,39,0.2566282337952588,0.40397500871798553,0.5335628440335449,0.5257848515952293,0.45213031941889736
ontario,5555,dropout_0.5,0.7047147377049194,0.5452796836279793,0.5105849992783975,0.3612858808458585,0.3956705693961637,,,,,,134985,41,0.19412973842652193,0.5015886884057023,0.5294816115188706,0.5536177237492038,0.4576519734398128
ontario,5555,capacity_16,0.6101496341291506,0.5243641370302452,0.46322271050788094,0.3948164695119107,0.46886824925049275,,,,,,34217,33,0.14692692362126963,0.4173942428460685,0.49764985496631997,0.5086587583596713,0.42918798585946416
ontario,5555,capacity_8,0.628879330824991,0.5481143088169174,0.4759686930744229,0.3875912885374829,0.4436767934388273,,,,,,8793,70,0.15291063775056812,0.5138030301477212,0.5059195429534982,0.5115550464379917,0.37259715275848104
ontario,5555,strong_reg,0.6217226600400163,0.5282414794156565,0.4767089191732088,0.3850881885247017,0.45293884469168844,,,,,,34217,36,0.14501374086680752,0.4447926232995745,0.5132272593207832,0.5299287439566781,0.4188870501157992
ontario,7777,default,0.879916129916298,0.7818090624413739,0.6247405706210203,0.42769168643795785,0.4579034356083107,,,,,,134985,151,0.2551755592952777,0.5982022726348434,0.6351692440777057,0.6377077709353857,0.6278829948361464
ontario,7777,wd_1e-4,0.8772394054470698,0.7853384164269135,0.6255327471813681,0.4267304093625158,0.45851788042303343,,,,,,134985,151,0.2517066582657017,0.5984148774447791,0.6420820673088538,0.6399243928774172,0.6217096510944227
ontario,7777,wd_1e-3,0.8605570493000734,0.7734741099235836,0.6527532378114094,0.39602758889953754,0.449885674708726,,,,,,134985,214,0.207803811488664,0.6216778843698303,0.6697891393732563,0.6709389798727268,0.6486069476298242
ontario,7777,dropout_0.3,0.8207958518793503,0.5958849378868281,0.6771190095817052,0.36830845038474397,0.44236614832113247,,,,,,134985,805,0.1436768422976451,0.6426628387485782,0.7070256089742069,0.7013235559093491,0.6574640346946867
ontario,7777,dropout_0.5,0.5895517941418837,0.43049090176318683,0.6028664156550141,0.4515126992111729,0.4689461639277996,,,,,,134985,24,-0.013314621513130342,0.5998448321786771,0.659270629113021,0.5799097916630305,0.5724404096653273
ontario,7777,capacity_16,0.9179448976048168,0.7082555744519246,0.6378266061147748,0.410665601783386,0.4401929706366223,,,,,,34217,320,0.28011829149004197,0.6274089710858333,0.6503924594002881,0.6669712824820949,0.6065337114908831
ontario,7777,capacity_8,0.8353070689746999,0.5852348065087024,0.6905731148493801,0.35144225659461814,0.4285061549260959,,,,,,8793,353,0.14473395412531975,0.6695002073646171,0.7006262593073997,0.7277859227020018,0.6643800700235016
ontario,7777,strong_reg,0.7577724673305553,0.42470904094295947,0.6887646479408438,0.3552181182040443,0.42165590223874305,,,,,,34217,209,0.06900781938971146,0.6475853328786101,0.716588481217749,0.7247049878774467,0.6661797897895696
ontario,9999,default,0.5923546611985624,0.3185615686684087,0.47483669164925946,0.5591628039815038,0.5530974031900202,,,,,,134985,15,0.11751796954930294,0.48817872426985365,0.4386616867893244,0.5167673084754549,0.45573904706240453
ontario,9999,wd_1e-4,0.5913624108596778,0.318448938065768,0.47413853368219894,0.5598944655153071,0.5535332016189729,,,,,,134985,15,0.11722387717747884,0.4875005687927031,0.4386790703908714,0.5152122348690056,0.45516226067621557
ontario,9999,wd_1e-3,0.5672254960466577,0.3195466395993713,0.4564550735560895,0.578630868172554,0.5640280652999994,,,,,,134985,15,0.11077042249056823,0.47174667423218086,0.4207924289057453,0.4929687786026983,0.44031241248373365
ontario,9999,dropout_0.3,0.590122023991281,0.3231227081844079,0.4728565242409003,0.5604799495791686,0.5478197183235008,,,,,,134985,16,0.1172654997503807,0.46895237594981387,0.4493720943487568,0.517549140751985,0.45555248591304554
ontario,9999,dropout_0.5,0.7268423383231468,0.3017575076625958,0.5405042749656596,0.48992751726114153,0.4904927059407983,,,,,,134985,34,0.18633806335748726,0.5590160076188411,0.519255737658451,0.5732133295217388,0.5105320250636074
ontario,9999,capacity_16,0.6355429787655152,0.34820821400702273,0.4913695468939041,0.5424265579216427,0.5350173558633728,,,,,,34217,34,0.14417343187161114,0.5155224863995638,0.49664972692197484,0.5003534014117826,0.4529525728422954
ontario,9999,capacity_8,0.6418302879897445,0.2978610544119702,0.4999669390874404,0.5357077365037581,0.5576432236427336,,,,,,8793,61,0.14186334890230412,0.580539689942343,0.4738667996689433,0.4877537542750856,0.4577075124633897
ontario,9999,strong_reg,0.6248920012627386,0.33148574431196665,0.4829520880074687,0.5514580780466956,0.5517377363370553,,,,,,34217,36,0.1419399132552699,0.5060304507493589,0.49012506601153594,0.4948443064716429,0.44080852879733723
