Protocol,Fold,Model,Train R2,Val R2,Test R2,Test MSE,Test MAE,Test R2 DCAA,Test R2 TCAA,Test R2 HAA5,Test R2 TTHM,Params
chronological,5555,Multi-task MLP,0.7025157564203387,0.5818801712806805,0.6180856250780653,0.4197250518487214,0.4717058025088896,0.6817807078006843,0.5205891334227959,0.6870219625793785,0.5829506965094022,4932.0
chronological,5555,Explainable Model,0.6739314174447253,0.6139019234891051,0.6452447924590629,0.38888682937133956,0.4475328218187362,0.6813776684531125,0.5901565389816437,0.683620229858326,0.625824732543169,134985.0
chronological,7777,Random Forest,0.9023682931614083,0.639870044057784,0.6507232063080537,0.3816679851992584,0.4370815425420206,0.598571217439908,0.6373750154645214,0.7002928859221913,0.666653706405594,
chronological,7777,Support Vector Regression,0.7609857535467427,0.5923363369291884,0.56513683442534,0.4750528019079048,0.478572234654954,0.46560227427101464,0.547960305230923,0.598841627386437,0.6481431308129858,
chronological,7777,XGBoost,0.9581985970718974,0.6078700003201709,0.664707052182822,0.3670265770136729,0.41115954790941067,0.636596292796457,0.628235262944165,0.7116615664318917,0.6823350865587741,
chronological,7777,TabNet,0.6674050267269,0.7279174575501628,0.6001218005940546,0.4383679258815666,0.4651544784539058,0.6646777615307827,0.5407255627032979,0.6526647849236223,0.5424190932185158,6126.0
chronological,7777,Multi-task MLP,0.7318548168583366,0.5626703430635357,0.6502275275748571,0.38328269113518476,0.43943905376856945,0.6518982889933982,0.5980218001393636,0.6879459311041247,0.6630440900625421,4932.0
chronological,7777,Explainable Model,0.65640241149483,0.6101479935628782,0.533567040802443,0.5128188782773386,0.5104156829328081,0.6234497472634308,0.404148127504373,0.5813394406953987,0.5253308477465695,134985.0
chronological,9999,Random Forest,0.9064664639210245,0.6396544273929057,0.6620706132840717,0.3692330777840579,0.43566630543425233,0.6161368448604221,0.6503594414044931,0.7019728967398328,0.6798132701315389,
chronological,9999,Support Vector Regression,0.7609857535467427,0.5923363369291884,0.56513683442534,0.4750528019079048,0.478572234654954,0.46560227427101464,0.547960305230923,0.598841627386437,0.6481431308129858,
chronological,9999,XGBoost,0.9581985970718974,0.6078700003201709,0.664707052182822,0.3670265770136729,0.41115954790941067,0.636596292796457,0.628235262944165,0.7116615664318917,0.6823350865587741,
chronological,9999,TabNet,0.6648157289274338,0.5878571301736459,0.5156870469438387,0.5310968778305925,0.5556944316067951,0.62321012761356,0.4416233057049833,0.5964013954360567,0.40151335902075536,6126.0
chronological,9999,Multi-task MLP,0.527253928048922,0.5257609828795862,0.49009586262097116,0.5598910118197141,0.5728208482518106,0.5919933555835121,0.3809151085910577,0.5715860353818307,0.41588895092748457,4932.0
chronological,9999,Explainable Model,0.6772792818804783,0.6252182748126878,0.6453878680104457,0.38924679981169363,0.46275086116628983,0.6832202111032277,0.5722175128273479,0.7143477772920881,0.6117659708191193,134985.0
