Dataset,Experiment,Arm,Seed,Train R2,Val R2,Test R2,Test MSE,Test MAE,Test R2 DCAA (ug/L),Test R2 TCAA (ug/L),Test R2 BCAA (ug/L),Test R2 HAA5 (ug/L),Test R2 HAA9 (ug/L),Params,Test R2 DCAA,Test R2 TCAA,Test R2 HAA5,Test R2 TTHM
original,module,no_grouping,123,0.4683506656321376,0.22725754350448,-0.04359898934671189,0.6481021987942285,0.5927859224408685,0.028514547781100963,-0.045137903105731736,0.020606415272298673,-0.014808542450367002,-0.20716946423086058,100214.0,,,,
original,module,random_grouping,123,0.781046106136192,0.4535243461137175,0.04518490411893028,0.5907799764210662,0.5528723054575485,0.04931173794358412,0.06208156490331174,0.04960372081349074,-0.012937132618833447,0.07786462955309836,177466.0,,,,
original,module,no_hier_loss,123,0.6046441023430728,0.40918932277714487,0.043083001785566274,0.5897400915368685,0.5497856219009636,-0.09375160614372846,0.07530401332774961,0.06778706488419639,0.027127454856476607,0.13894808200313724,177466.0,,,,
original,module,multitask_mlp,123,0.6276408385280204,0.3444503374176889,0.11699506441306065,0.5441766952056911,0.5378953289354168,-0.008752021828723144,0.26146413859333995,0.05246124964192711,0.1273539094200441,0.15244804623871566,5061.0,,,,
original,module,full,456,0.6234145717471483,0.30365322526161875,0.5057982550329709,0.46684844652168156,0.5345505948209421,0.5797260697305464,0.6107523539008172,0.16937346737052728,0.6002961396835692,0.5688432444793949,177466.0,,,,
original,module,no_attention,456,0.5507508199829497,0.0945113400728882,0.47327311679134515,0.5027839786667113,0.5473009049272821,0.5420261354610489,0.5689782214712695,0.07325180715216595,0.6106577865339826,0.5714516333382587,166661.0,,,,
original,module,no_chemistry,456,0.5775899636011139,0.20710370371934322,0.4360422559331754,0.5231180274802356,0.5619064102643281,0.5389210190601983,0.506166929224958,0.12030219677949738,0.48750726786453236,0.527313866736691,163914.0,,,,
original,module,no_interaction,456,0.6134407117558033,0.3175718360147132,0.4275476092341558,0.5264406590709658,0.5617032748844242,0.40554546872885666,0.5545399074161982,0.15751832741227156,0.5121420727954662,0.5079922698179864,156986.0,,,,
original,module,no_grouping,456,0.5683462626532171,0.10967424461064583,0.4833823786377103,0.49525411522492585,0.5642389254488449,0.5604261043734474,0.6255710419493221,0.07601861619391093,0.5485494792384248,0.6063466514334461,100214.0,,,,
original,module,random_grouping,456,0.545603567707815,0.05515445841178666,0.40096954508979127,0.5572243080673878,0.5753384821890842,0.4337539200122984,0.5582015733970735,0.06642313712509007,0.4631626107935978,0.48330648412089605,177466.0,,,,
original,module,no_hier_loss,456,0.6133745352162954,0.3025771506380407,0.5049284324255255,0.4699316047538461,0.5290198805458016,0.5695491969102531,0.5990134719325171,0.14846770304257784,0.5861384805321117,0.6214733097101683,177466.0,,,,
original,module,multitask_mlp,456,0.5876019672347781,0.29714833796624174,0.41424294893151997,0.5450905512861534,0.588488367516541,0.4435898397003787,0.4628647791912093,0.0756746016676123,0.5195887677547902,0.5694967563436091,5061.0,,,,
original,module,full,789,0.9542538960633167,0.4870550761413922,0.3849068785343779,0.7999233824789139,0.4759994972279449,0.4914602440344512,0.39769684625641044,0.04351843630933416,0.4810943278133447,0.5107645382583486,177466.0,,,,
original,module,no_attention,789,0.5679503995764826,0.12906041476391716,0.3017976374851921,0.8563164110026559,0.6118911195408234,0.5712108125765432,0.31028188513712995,0.03197014801928377,0.27300251214264115,0.3225228295503627,166661.0,,,,
original,module,no_chemistry,789,0.5876834377672664,0.28527053925060425,0.35477593527352447,0.8256239926636024,0.568775402910599,0.48248434010199026,0.4012218107399701,0.02847237328114538,0.4274194155589891,0.43428173668552716,163914.0,,,,
original,module,no_interaction,789,0.5290616894341035,0.16645756111192073,0.21237903414655884,0.9200426709182041,0.6300908430145311,0.31639645678036277,0.20716354402498893,0.0119933925067498,0.2518220529143116,0.2745197245063813,156986.0,,,,
original,module,no_grouping,789,0.37005256329228964,0.11720089573338414,0.36211253534025456,0.8459058737147785,0.6050237381137508,0.5555044281506772,0.4255290871347256,-0.026990726510576213,0.44233069635532674,0.41418919157111933,100214.0,,,,
original,module,random_grouping,789,0.5906258756157994,0.2375292636154271,0.29126157040971234,0.8537600999775679,0.6083459195402832,0.37513644203155183,0.36219164201636056,0.05594828222540216,0.412054201505087,0.2509772842701603,177466.0,,,,
original,module,no_hier_loss,789,0.9061828770326967,0.5163360092851118,0.35660135466406395,0.8189767567514818,0.49803458550391627,0.4417465870206898,0.3773422093260119,0.03986158661832884,0.43941950282920705,0.4846368875260817,177466.0,,,,
original,module,multitask_mlp,789,0.6037272248796708,0.3932908303814758,0.42642808037962004,0.7737222558938277,0.5575983243971827,0.5580634681857137,0.4706104207513997,0.04571166741736965,0.5146884942748922,0.5430663512687252,5061.0,,,,
original,module,full,1024,0.7189195520598461,0.1590482256001641,0.2507466715696788,0.6602968268973657,0.6670120198029423,0.31992590945745447,0.4000213427486743,-0.288289065623061,0.411095527680608,0.4109796435847175,177466.0,,,,
original,module,no_attention,1024,0.7060616855472528,0.07621046201575225,0.3203903487701517,0.5984536194593753,0.6419097133314114,0.43139125805917455,0.46129704882531153,-0.1989808208275019,0.47004884556607895,0.4381954122276951,166661.0,,,,
original,module,no_chemistry,1024,0.587757037799064,0.5876105535247197,0.3467735946741806,0.5757678498083705,0.5680729305491898,0.4583090433336422,0.4421257550819727,-0.16148684356270349,0.4921605986982298,0.5027594198197616,163914.0,,,,
original,module,no_interaction,1024,0.6233967049092186,0.09284834837549867,0.21168773909072147,0.7038503874493001,0.6606203934221797,0.19694441431616105,0.4078569219178878,-0.19865182911758184,0.33961087989498107,0.31267830844215894,156986.0,,,,
original,module,no_grouping,1024,0.48385636816568206,0.21634450030488434,0.21127564314246508,0.7426623478667115,0.6586304125892617,0.21873513430964298,0.14815281922419543,0.1128031793240225,0.24265121722013128,0.33403586563433285,100214.0,,,,
original,module,random_grouping,1024,0.8844331414926113,0.12876722112924208,0.17537238658296497,0.7268284820719606,0.6634625321212636,0.250588003048851,0.36068996929318076,-0.4102893469515616,0.36851018649649925,0.3073631210278549,177466.0,,,,
original,module,no_hier_loss,1024,0.7196509896272085,0.16815963647362459,0.2344439330818319,0.6749052955693717,0.6698403011291617,0.2882707910755514,0.386406487197254,-0.30469801197613133,0.4088830092392073,0.3933573898732775,177466.0,,,,
original,module,multitask_mlp,1024,0.605006282724438,0.5680107494476895,0.37383586909821603,0.5624618501937262,0.5932785463930379,0.4276986135775468,0.3802691341808795,2.766455104341592e-05,0.5577297582107817,0.5034541749708283,5061.0,,,,
original,module,full,2025,0.9657053113959172,0.3040583403571595,0.3346894798896181,0.276037018099096,0.40496765521571787,0.42016626452658334,0.5202538902237919,-0.2406534780953944,0.5108366338018393,0.4628440889912706,177466.0,,,,
original,module,no_attention,2025,0.9609473722713073,0.3632313750026163,0.3756935121484073,0.2596454805546537,0.40525544514076206,0.5042245410954587,0.5660426121481605,-0.22197784860021597,0.5230098645470705,0.507168391551563,166661.0,,,,
original,module,no_chemistry,2025,0.9571899335138172,0.38175306307700063,0.29304024923408856,0.29078083375011426,0.43826677999968366,0.47702908225126706,0.43333217368220933,-0.24731750630081795,0.44197854385398294,0.3601789526838022,163914.0,,,,
original,module,no_interaction,2025,0.8381976959500366,0.38674619993770964,0.30105341301726407,0.2871089644275483,0.42509357319107455,0.44501815730240246,0.44529749878855096,-0.19136827436051584,0.43738763554349325,0.3689320478123894,156986.0,,,,
original,module,no_grouping,2025,0.8195806890871598,0.3152740256394925,0.24084540364329204,0.3148119739593888,0.45000599236304295,0.3427732649461336,0.45197115245831,-0.4105523167563707,0.4272160480463818,0.39281886952200584,100214.0,,,,
original,module,random_grouping,2025,0.7738650361463811,0.25976340106297313,0.2090172781862158,0.32883619973327977,0.46217895230738193,0.3717172445755178,0.40914218397968616,-0.5463667296263137,0.4575028635552164,0.35309082844697304,177466.0,,,,
original,module,no_hier_loss,2025,0.9899769430033409,0.3237122916295587,0.3591999160804459,0.2640348798707137,0.3863453384875922,0.4172997313265536,0.4805535827976136,-0.09811462996289255,0.4974434564786526,0.49881743976230253,177466.0,,,,
original,module,multitask_mlp,2025,0.9361908595247197,0.3533016974404462,0.3517724251956788,0.27264955693062165,0.39787455744689726,0.48309890358893104,0.5601444791875518,-0.4276657092411471,0.5651503586483186,0.5781340937947396,5061.0,,,,
original,module,full,3407,0.785587571056974,0.2627892174310089,0.019549936902084862,1.1389826086609078,0.6850776925388024,0.0894412365036561,-0.08447185923191736,0.1249088238485414,0.02529309143240721,-0.05742160804226293,177466.0,,,,
original,module,no_attention,3407,0.8076492737451527,0.20620364693964852,-0.3135867207755877,1.3094193360204958,0.7442982878471858,-0.23278117292600142,-0.47596265154222883,0.16683783167452215,-0.6189063677698612,-0.40712124331436916,166661.0,,,,
original,module,no_chemistry,3407,0.7013903797315723,0.25264847761217435,0.12874719802152715,1.1430351704751387,0.701188539762294,0.23109718365974352,0.0026982028088400334,0.014877115374450911,0.14390695995398994,0.2511565283106115,163914.0,,,,
original,module,no_interaction,3407,0.5039147862038963,0.3022807875235841,0.18560036888879672,1.0996319877929368,0.6979054490761746,0.2106014045257758,0.20383614255329363,0.0318224392986044,0.20800389791576113,0.27373796015054863,156986.0,,,,
original,module,no_grouping,3407,0.7376432536251343,0.3879232532475271,-0.2085169504955052,1.322657276464539,0.763584279996827,-0.3423837762875912,-0.34291498250660424,0.05172594567536071,-0.36089875615458644,-0.048113183204104404,100214.0,,,,
original,module,random_grouping,3407,0.7563505368313997,0.3481756820047742,-0.5193810517374081,1.5172236183790706,0.7996411686203201,-0.570268132527116,-0.8518193907012017,0.03732021383379058,-0.4743886359486331,-0.7377493133438804,177466.0,,,,
original,module,no_hier_loss,3407,0.7903474401823454,0.2628786464906227,0.022653233785627468,1.138802793714707,0.6769637570583515,0.12304704063262828,-0.10207672556912462,0.12148195611712032,0.008271194763382561,-0.03745729701586864,177466.0,,,,
original,module,multitask_mlp,3407,0.6947173549115584,0.3781996780483955,0.021639971148508706,1.1397950634642628,0.7064763215814025,0.20175663103968355,-0.21741465886094868,0.11910973377765044,0.0193848441389034,-0.014636694352744728,5061.0,,,,
original,module,full,5555,0.6322726353862435,0.7059111701847064,0.5001836291291438,0.5514732652803771,0.5792464077635044,0.5297181821075136,0.6246075920452202,0.0891739461124863,0.6266657237312149,0.6307527016492843,177466.0,,,,
original,module,no_attention,5555,0.5996824308166444,0.6535775566413708,0.40649284133057934,0.6733503937318301,0.6688091273062484,0.4061108095141649,0.5431516949775892,0.04791337759570402,0.4891736636571191,0.5461146609083192,166661.0,,,,
original,module,no_chemistry,5555,0.8256081087848202,0.6040904218213135,0.6202034431807485,0.4235280243537479,0.4845195676472354,0.6810484291762444,0.677761188504142,0.31972656670555066,0.7088797307965877,0.7136013007212176,163914.0,,,,
original,module,no_interaction,5555,0.7159076237156683,0.7712331307722528,0.5622791649513336,0.4745800064739541,0.531820436771795,0.6444924414846966,0.6697352860958693,0.12868349944297486,0.6682636641341639,0.7002209335989636,156986.0,,,,
original,module,no_grouping,5555,0.696788235637509,0.5748810035499996,0.6218376076729069,0.40635513097205794,0.5238423238707822,0.6965833675049524,0.7264423828766531,0.22352090880966147,0.7256801146892845,0.7369612644839834,100214.0,,,,
original,module,random_grouping,5555,0.6755413125183676,0.6314455020628655,0.5964114643513065,0.4409798730695388,0.5328639954905017,0.681411829942861,0.6943906459190226,0.21475970334472871,0.6816948519478738,0.7098002906020469,177466.0,,,,
original,module,no_hier_loss,5555,0.6328962468152982,0.6952201893256955,0.5020043626148057,0.5492085634487388,0.5770419335686162,0.5314152445249434,0.6384132917750458,0.09166424222411274,0.6334624227765666,0.6150666117733605,177466.0,,,,
