Dataset,Seed,Lambda,Train R2,Val R2,Test R2,Test MSE,Test MAE,Test R2 DCAA (ug/L),Test R2 TCAA (ug/L),Test R2 BCAA (ug/L),Test R2 HAA5 (ug/L),Test R2 HAA9 (ug/L),Params,viol_haa5,viol_haa9,viol_nonneg,Test R2 DCAA,Test R2 TCAA,Test R2 HAA5,Test R2 TTHM
original,2025,0.0,0.9899769430033409,0.3237122916295587,0.3591999160804459,0.2640348798707137,0.3863453384875922,0.4172997313265536,0.4805535827976136,-0.09811462996289255,0.4974434564786526,0.49881743976230253,177466,0.20000000298023224,0.15000000596046448,0.0,,,,
original,2025,0.01,0.9895399790886389,0.3548616777421474,0.36166241439484864,0.2630191678688415,0.3870265200824952,0.4310258044527935,0.481692093961255,-0.09994292717354591,0.5039748905573507,0.49156221017639024,177466,0.3499999940395355,0.10000000149011612,0.0,,,,
original,2025,0.05,0.9900277255804703,0.31133503715981814,0.37193156349109696,0.258716253994112,0.3802808667375118,0.4483857852181453,0.4867266774199088,-0.0837556330725413,0.51026840222987,0.4980325856601019,177466,0.0,0.0,0.0,,,,
original,2025,0.1,0.9657053113959172,0.3040583403571595,0.3346894798896181,0.276037018099096,0.40496765521571787,0.42016626452658334,0.5202538902237919,-0.2406534780953944,0.5108366338018393,0.4628440889912706,177466,0.0,0.0,0.0,,,,
original,2025,0.5,0.7936032260795693,0.28815049182683156,0.284503749749041,0.295648070084797,0.43814800120709974,0.40970550943513695,0.5046638224404283,-0.28540671720568733,0.4167632609169972,0.37679287315833054,177466,0.0,0.0,0.0,,,,
original,2025,1.0,0.9653113584124388,0.33947634935657617,0.4072100804771739,0.24551451333798555,0.38315454820824296,0.5066274667225568,0.5726999788386402,-0.09513429144834373,0.553431841280617,0.49842540699239934,177466,0.0,0.0,0.0,,,,
original,3407,0.0,0.7903474401823454,0.2628786464906227,0.022653233785627468,1.138802793714707,0.6769637570583515,0.12304704063262828,-0.10207672556912462,0.12148195611712032,0.008271194763382561,-0.03745729701586864,177466,0.10000000149011612,0.05000000074505806,0.0,,,,
original,3407,0.01,0.791911584948615,0.26950491596769865,0.025448743814956855,1.135127465507753,0.6750314255484635,0.11945766323014251,-0.10055621234458956,0.12472670181153556,0.009250948116135582,-0.025635381738440044,177466,0.10000000149011612,0.05000000074505806,0.0,,,,
original,3407,0.05,0.7894293391353238,0.2658623231460679,0.01916503473250166,1.1399402136561214,0.6793894074384146,0.09317373743502666,-0.08833469435035979,0.12350305069851886,0.00619236063708084,-0.03870928075775826,177466,0.05000000074505806,0.05000000074505806,0.0,,,,
original,3407,0.1,0.785587571056974,0.2627892174310089,0.019549936902084862,1.1389826086609078,0.6850776925388024,0.0894412365036561,-0.08447185923191736,0.1249088238485414,0.02529309143240721,-0.05742160804226293,177466,0.0,0.05000000074505806,0.0,,,,
